Activity,Set #,Weight,Reps,Date,Volume,LLTB,Core,PDT,GHQC,Sum,DOW,Month,Break Time
Squat,5.0,60.0,10.0,2021-08-25,600.0,60.0,60.0,0.0,480.0,600.0,Wednesday,8.0,120
Bench Press,1.0,105.0,5.0,2021-08-26,525.0,0.0,52.5,472.5,0.0,525.0,Thursday,8.0,60
Bench Press,2.0,115.0,3.0,2021-08-26,345.0,0.0,34.5,310.5,0.0,345.0,Thursday,8.0,90
Bench Press,3.0,115.0,3.0,2021-08-26,345.0,0.0,34.5,310.5,0.0,345.0,Thursday,8.0,120
Bench Press,4.0,110.0,4.0,2021-08-26,440.0,0.0,44.0,396.0,0.0,440.0,Thursday,8.0,180
Bench Press,5.0,105.0,5.0,2021-08-26,525.0,0.0,52.5,472.5,0.0,525.0,Thursday,8.0,30
Bench Press,6.0,100.0,6.0,2021-08-26,600.0,0.0,60.0,540.0,0.0,600.0,Thursday,8.0,150
Bench Press,7.0,95.0,7.0,2021-08-26,665.0,0.0,66.5,598.5,0.0,665.0,Thursday,8.0,180
Bench Press,8.0,90.0,6.0,2021-08-26,540.0,0.0,54.0,486.0,0.0,540.0,Thursday,8.0,120
Bench Press,9.0,85.0,6.0,2021-08-26,510.0,0.0,51.0,459.0,0.0,510.0,Thursday,8.0,120
Bench Press,10.0,80.0,8.0,2021-08-26,640.0,0.0,64.0,576.0,0.0,640.0,Thursday,8.0,150
Bench Press,11.0,75.0,8.0,2021-08-26,600.0,0.0,60.0,540.0,0.0,600.0,Thursday,8.0,90
Bench Press,12.0,70.0,10.0,2021-08-26,700.0,0.0,70.0,630.0,0.0,700.0,Thursday,8.0,60
Bench Press,13.0,65.0,10.0,2021-08-26,650.0,0.0,65.0,585.0,0.0,650.0,Thursday,8.0,60
Barbell Row,1.0,90.0,10.0,2021-08-26,900.0,810.0,0.0,0.0,90.0,900.0,Thursday,8.0,150
Barbell Row,2.0,90.0,10.0,2021-08-26,900.0,810.0,0.0,0.0,90.0,900.0,Thursday,8.0,150
Barbell Row,3.0,90.0,10.0,2021-08-26,900.0,810.0,0.0,0.0,90.0,900.0,Thursday,8.0,120
Barbell Row,4.0,90.0,10.0,2021-08-26,900.0,810.0,0.0,0.0,90.0,900.0,Thursday,8.0,90
Barbell Row,5.0,90.0,10.0,2021-08-26,900.0,810.0,0.0,0.0,90.0,900.0,Thursday,8.0,120
Shoulder Press,1.0,45.0,10.0,2021-08-26,450.0,45.0,0.0,405.0,0.0,450.0,Thursday,8.0,120
Shoulder Press,2.0,45.0,10.0,2021-08-26,450.0,45.0,0.0,405.0,0.0,450.0,Thursday,8.0,90
Shoulder Press,3.0,45.0,10.0,2021-08-26,450.0,45.0,0.0,405.0,0.0,450.0,Thursday,8.0,120
Shoulder Press,4.0,45.0,10.0,2021-08-26,450.0,45.0,0.0,405.0,0.0,450.0,Thursday,8.0,90
Shoulder Press,5.0,45.0,10.0,2021-08-26,450.0,45.0,0.0,405.0,0.0,450.0,Thursday,8.0,90
Squat,1.0,40.0,10.0,2021-08-27,400.0,40.0,40.0,0.0,320.0,400.0,Friday,8.0,90
Squat,2.0,45.0,10.0,2021-08-27,450.0,45.0,45.0,0.0,360.0,450.0,Friday,8.0,60
Squat,3.0,45.0,10.0,2021-08-27,450.0,45.0,45.0,0.0,360.0,450.0,Friday,8.0,90
Squat,4.0,45.0,10.0,2021-08-27,450.0,45.0,45.0,0.0,360.0,450.0,Friday,8.0,90
Squat,5.0,45.0,10.0,2021-08-27,450.0,45.0,45.0,0.0,360.0,450.0,Friday,8.0,60
Deadlift,1.0,75.0,10.0,2021-08-27,750.0,225.0,75.0,0.0,450.0,750.0,Friday,8.0,30
Deadlift,2.0,70.0,10.0,2021-08-27,700.0,210.0,70.0,0.0,420.0,700.0,Friday,8.0,90
Deadlift,3.0,75.0,8.0,2021-08-27,600.0,180.0,60.0,0.0,360.0,600.0,Friday,8.0,120
Deadlift,4.0,80.0,5.0,2021-08-27,400.0,120.0,40.0,0.0,240.0,400.0,Friday,8.0,60
Deadlift,5.0,85.0,5.0,2021-08-27,425.0,127.5,42.5,0.0,255.0,425.0,Friday,8.0,180
Deadlift,6.0,90.0,5.0,2021-08-27,450.0,135.0,45.0,0.0,270.0,450.0,Friday,8.0,120
Deadlift,7.0,95.0,5.0,2021-08-27,475.0,142.5,47.5,0.0,285.0,475.0,Friday,8.0,90
Bicep Curl,1.0,35.0,10.0,2021-08-27,350.0,350.0,0.0,0.0,0.0,350.0,Friday,8.0,90
Bicep Curl,2.0,35.0,10.0,2021-08-27,350.0,350.0,0.0,0.0,0.0,350.0,Friday,8.0,150
Bicep Curl,3.0,35.0,10.0,2021-08-27,350.0,350.0,0.0,0.0,0.0,350.0,Friday,8.0,150
Bicep Curl,4.0,40.0,10.0,2021-08-27,400.0,400.0,0.0,0.0,0.0,400.0,Friday,8.0,120
Bicep Curl,5.0,40.0,10.0,2021-08-27,400.0,400.0,0.0,0.0,0.0,400.0,Friday,8.0,90
Tricep Extension,1.0,15.0,10.0,2021-08-27,150.0,0.0,0.0,150.0,0.0,150.0,Friday,8.0,120
Tricep Extension,2.0,15.0,10.0,2021-08-27,150.0,0.0,0.0,150.0,0.0,150.0,Friday,8.0,150
Tricep Extension,3.0,15.0,10.0,2021-08-27,150.0,0.0,0.0,150.0,0.0,150.0,Friday,8.0,120
Tricep Extension,4.0,20.0,10.0,2021-08-27,200.0,0.0,0.0,200.0,0.0,200.0,Friday,8.0,120
Tricep Extension,5.0,20.0,10.0,2021-08-27,200.0,0.0,0.0,200.0,0.0,200.0,Friday,8.0,120
Bicep Curl,1.0,50.0,6.0,2021-08-28,300.0,300.0,0.0,0.0,0.0,300.0,Saturday,8.0,120
Bicep Curl,2.0,40.0,11.0,2021-08-28,440.0,440.0,0.0,0.0,0.0,440.0,Saturday,8.0,120
Bicep Curl,3.0,40.0,10.0,2021-08-28,400.0,400.0,0.0,0.0,0.0,400.0,Saturday,8.0,30
Deadlift,1.0,50.0,15.0,2021-08-28,750.0,225.0,75.0,0.0,450.0,750.0,Saturday,8.0,90
Deadlift,2.0,40.0,9.0,2021-08-28,360.0,108.0,36.0,0.0,216.0,360.0,Saturday,8.0,120
Deadlift,3.0,40.0,5.0,2021-08-28,200.0,60.0,20.0,0.0,120.0,200.0,Saturday,8.0,120
Squat,1.0,50.0,7.0,2021-08-28,350.0,35.0,35.0,0.0,280.0,350.0,Saturday,8.0,90
Squat,2.0,40.0,8.0,2021-08-28,320.0,32.0,32.0,0.0,256.0,320.0,Saturday,8.0,120
Squat,3.0,40.0,6.0,2021-08-28,240.0,24.0,24.0,0.0,192.0,240.0,Saturday,8.0,90
Tricep Extension,1.0,15.0,15.0,2021-08-28,225.0,0.0,0.0,225.0,0.0,225.0,Saturday,8.0,180
Tricep Extension,2.0,15.0,15.0,2021-08-28,225.0,0.0,0.0,225.0,0.0,225.0,Saturday,8.0,60
Tricep Extension,3.0,15.0,10.0,2021-08-28,150.0,0.0,0.0,150.0,0.0,150.0,Saturday,8.0,60
Bench Press,1.0,50.0,10.0,2021-08-28,500.0,0.0,50.0,450.0,0.0,500.0,Saturday,8.0,30
Bench Press,2.0,50.0,12.0,2021-08-28,600.0,0.0,60.0,540.0,0.0,600.0,Saturday,8.0,120
Bench Press,3.0,50.0,12.0,2021-08-28,600.0,0.0,60.0,540.0,0.0,600.0,Saturday,8.0,150
Ab Crunch,1.0,20.0,15.0,2021-08-28,300.0,0.0,300.0,0.0,0.0,300.0,Saturday,8.0,60
Ab Crunch,2.0,20.0,15.0,2021-08-28,300.0,0.0,300.0,0.0,0.0,300.0,Saturday,8.0,120
Ab Crunch,3.0,20.0,15.0,2021-08-28,300.0,0.0,300.0,0.0,0.0,300.0,Saturday,8.0,90
Squat,1.0,75.0,5.0,2021-08-29,375.0,37.5,37.5,0.0,300.0,375.0,Sunday,8.0,60
Squat,2.0,85.0,5.0,2021-08-29,425.0,42.5,42.5,0.0,340.0,425.0,Sunday,8.0,60
Squat,3.0,95.0,10.0,2021-08-29,950.0,95.0,95.0,0.0,760.0,950.0,Sunday,8.0,150
Squat,4.0,95.0,5.0,2021-08-29,475.0,47.5,47.5,0.0,380.0,475.0,Sunday,8.0,90
Deadlift,1.0,80.0,10.0,2021-08-29,800.0,240.0,80.0,0.0,480.0,800.0,Sunday,8.0,60
Deadlift,2.0,80.0,10.0,2021-08-29,800.0,240.0,80.0,0.0,480.0,800.0,Sunday,8.0,90
Deadlift,3.0,80.0,10.0,2021-08-29,800.0,240.0,80.0,0.0,480.0,800.0,Sunday,8.0,150
Deadlift,4.0,80.0,10.0,2021-08-29,800.0,240.0,80.0,0.0,480.0,800.0,Sunday,8.0,120
Deadlift,5.0,80.0,10.0,2021-08-29,800.0,240.0,80.0,0.0,480.0,800.0,Sunday,8.0,150
Squat,1.0,60.0,5.0,2021-08-30,300.0,30.0,30.0,0.0,240.0,300.0,Monday,8.0,90
Squat,2.0,70.0,5.0,2021-08-30,350.0,35.0,35.0,0.0,280.0,350.0,Monday,8.0,150
Squat,3.0,80.0,5.0,2021-08-30,400.0,40.0,40.0,0.0,320.0,400.0,Monday,8.0,120
Squat,4.0,90.0,5.0,2021-08-30,450.0,45.0,45.0,0.0,360.0,450.0,Monday,8.0,60
Squat,5.0,100.0,5.0,2021-08-30,500.0,50.0,50.0,0.0,400.0,500.0,Monday,8.0,120
Deadlift,1.0,75.0,10.0,2021-08-30,750.0,225.0,75.0,0.0,450.0,750.0,Monday,8.0,120
Deadlift,2.0,75.0,10.0,2021-08-30,750.0,225.0,75.0,0.0,450.0,750.0,Monday,8.0,150
Deadlift,3.0,75.0,10.0,2021-08-30,750.0,225.0,75.0,0.0,450.0,750.0,Monday,8.0,120
Deadlift,4.0,75.0,10.0,2021-08-30,750.0,225.0,75.0,0.0,450.0,750.0,Monday,8.0,120
Deadlift,5.0,75.0,10.0,2021-08-30,750.0,225.0,75.0,0.0,450.0,750.0,Monday,8.0,150
Shoulder Press,1.0,55.0,5.0,2021-08-31,275.0,27.5,0.0,247.5,0.0,275.0,Tuesday,8.0,120
Shoulder Press,2.0,65.0,5.0,2021-08-31,325.0,32.5,0.0,292.5,0.0,325.0,Tuesday,8.0,90
Shoulder Press,3.0,70.0,6.0,2021-08-31,420.0,42.0,0.0,378.0,0.0,420.0,Tuesday,8.0,120
Bench Press,1.0,75.0,10.0,2021-08-31,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,8.0,180
Bench Press,2.0,75.0,10.0,2021-08-31,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,8.0,150
Bench Press,3.0,75.0,10.0,2021-08-31,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,8.0,30
Bench Press,4.0,75.0,10.0,2021-08-31,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,8.0,90
Bench Press,5.0,75.0,10.0,2021-08-31,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,8.0,120
Barbell Row,1.0,80.0,10.0,2021-08-31,800.0,720.0,0.0,0.0,80.0,800.0,Tuesday,8.0,120
Barbell Row,2.0,80.0,10.0,2021-08-31,800.0,720.0,0.0,0.0,80.0,800.0,Tuesday,8.0,120
Barbell Row,3.0,80.0,10.0,2021-08-31,800.0,720.0,0.0,0.0,80.0,800.0,Tuesday,8.0,30
Barbell Row,4.0,80.0,10.0,2021-08-31,800.0,720.0,0.0,0.0,80.0,800.0,Tuesday,8.0,90
Barbell Row,5.0,80.0,10.0,2021-08-31,800.0,720.0,0.0,0.0,80.0,800.0,Tuesday,8.0,180
Squat,1.0,90.0,5.0,2021-09-01,450.0,45.0,45.0,0.0,360.0,450.0,Wednesday,9.0,30
Squat,2.0,100.0,5.0,2021-09-01,500.0,50.0,50.0,0.0,400.0,500.0,Wednesday,9.0,120
Squat,3.0,110.0,5.0,2021-09-01,550.0,55.0,55.0,0.0,440.0,550.0,Wednesday,9.0,150
Squat,4.0,120.0,5.0,2021-09-01,600.0,60.0,60.0,0.0,480.0,600.0,Wednesday,9.0,90
Squat,5.0,110.0,5.0,2021-09-01,550.0,55.0,55.0,0.0,440.0,550.0,Wednesday,9.0,90
Squat,6.0,100.0,5.0,2021-09-01,500.0,50.0,50.0,0.0,400.0,500.0,Wednesday,9.0,60
Deadlift,1.0,100.0,10.0,2021-09-01,1000.0,300.0,100.0,0.0,600.0,1000.0,Wednesday,9.0,90
Deadlift,2.0,100.0,10.0,2021-09-01,1000.0,300.0,100.0,0.0,600.0,1000.0,Wednesday,9.0,60
Deadlift,3.0,100.0,10.0,2021-09-01,1000.0,300.0,100.0,0.0,600.0,1000.0,Wednesday,9.0,90
Deadlift,4.0,100.0,10.0,2021-09-01,1000.0,300.0,100.0,0.0,600.0,1000.0,Wednesday,9.0,90
Deadlift,5.0,100.0,10.0,2021-09-01,1000.0,300.0,100.0,0.0,600.0,1000.0,Wednesday,9.0,120
Squat,1.0,50.0,10.0,2021-09-02,500.0,50.0,50.0,0.0,400.0,500.0,Thursday,9.0,180
Squat,2.0,50.0,10.0,2021-09-02,500.0,50.0,50.0,0.0,400.0,500.0,Thursday,9.0,90
Squat,3.0,50.0,10.0,2021-09-02,500.0,50.0,50.0,0.0,400.0,500.0,Thursday,9.0,120
Squat,4.0,50.0,10.0,2021-09-02,500.0,50.0,50.0,0.0,400.0,500.0,Thursday,9.0,60
Squat,5.0,50.0,10.0,2021-09-02,500.0,50.0,50.0,0.0,400.0,500.0,Thursday,9.0,150
Deadlift,1.0,75.0,6.0,2021-09-02,450.0,135.0,45.0,0.0,270.0,450.0,Thursday,9.0,60
Deadlift,2.0,85.0,5.0,2021-09-02,425.0,127.5,42.5,0.0,255.0,425.0,Thursday,9.0,90
Deadlift,3.0,95.0,8.0,2021-09-02,760.0,228.0,76.0,0.0,456.0,760.0,Thursday,9.0,120
Deadlift,4.0,105.0,5.0,2021-09-02,525.0,157.5,52.5,0.0,315.0,525.0,Thursday,9.0,30
Deadlift,5.0,115.0,5.0,2021-09-02,575.0,172.5,57.5,0.0,345.0,575.0,Thursday,9.0,150
Bench Press,1.0,85.0,10.0,2021-09-03,850.0,0.0,85.0,765.0,0.0,850.0,Friday,9.0,90
Bench Press,2.0,95.0,10.0,2021-09-03,950.0,0.0,95.0,855.0,0.0,950.0,Friday,9.0,120
Bench Press,3.0,105.0,8.0,2021-09-03,840.0,0.0,84.0,756.0,0.0,840.0,Friday,9.0,120
Shoulder Press,1.0,45.0,10.0,2021-09-03,450.0,45.0,0.0,405.0,0.0,450.0,Friday,9.0,60
Shoulder Press,2.0,45.0,10.0,2021-09-03,450.0,45.0,0.0,405.0,0.0,450.0,Friday,9.0,120
Shoulder Press,3.0,45.0,10.0,2021-09-03,450.0,45.0,0.0,405.0,0.0,450.0,Friday,9.0,120
Shoulder Press,4.0,45.0,10.0,2021-09-03,450.0,45.0,0.0,405.0,0.0,450.0,Friday,9.0,150
Shoulder Press,5.0,45.0,10.0,2021-09-03,450.0,45.0,0.0,405.0,0.0,450.0,Friday,9.0,150
Barbell Row,1.0,60.0,10.0,2021-09-03,600.0,540.0,0.0,0.0,60.0,600.0,Friday,9.0,120
Barbell Row,2.0,60.0,10.0,2021-09-03,600.0,540.0,0.0,0.0,60.0,600.0,Friday,9.0,120
Barbell Row,3.0,60.0,10.0,2021-09-03,600.0,540.0,0.0,0.0,60.0,600.0,Friday,9.0,30
Barbell Row,4.0,60.0,10.0,2021-09-03,600.0,540.0,0.0,0.0,60.0,600.0,Friday,9.0,90
Barbell Row,5.0,60.0,10.0,2021-09-03,600.0,540.0,0.0,0.0,60.0,600.0,Friday,9.0,90
Bicep Curl,1.0,45.0,10.0,2021-09-03,450.0,450.0,0.0,0.0,0.0,450.0,Friday,9.0,60
Bicep Curl,2.0,45.0,10.0,2021-09-03,450.0,450.0,0.0,0.0,0.0,450.0,Friday,9.0,120
Tricep Extension,1.0,25.0,10.0,2021-09-03,250.0,0.0,0.0,250.0,0.0,250.0,Friday,9.0,120
Tricep Extension,2.0,25.0,10.0,2021-09-03,250.0,0.0,0.0,250.0,0.0,250.0,Friday,9.0,90
Squat,1.0,50.0,10.0,2021-09-04,500.0,50.0,50.0,0.0,400.0,500.0,Saturday,9.0,120
Squat,2.0,60.0,8.0,2021-09-04,480.0,48.0,48.0,0.0,384.0,480.0,Saturday,9.0,90
Squat,3.0,70.0,6.0,2021-09-04,420.0,42.0,42.0,0.0,336.0,420.0,Saturday,9.0,120
Deadlift,1.0,75.0,10.0,2021-09-04,750.0,225.0,75.0,0.0,450.0,750.0,Saturday,9.0,90
Deadlift,2.0,75.0,10.0,2021-09-04,750.0,225.0,75.0,0.0,450.0,750.0,Saturday,9.0,150
Deadlift,3.0,75.0,10.0,2021-09-04,750.0,225.0,75.0,0.0,450.0,750.0,Saturday,9.0,60
Deadlift,4.0,75.0,10.0,2021-09-04,750.0,225.0,75.0,0.0,450.0,750.0,Saturday,9.0,60
Deadlift,5.0,75.0,10.0,2021-09-04,750.0,225.0,75.0,0.0,450.0,750.0,Saturday,9.0,180
Shoulder Press,1.0,60.0,5.0,2021-09-05,300.0,30.0,0.0,270.0,0.0,300.0,Sunday,9.0,90
Shoulder Press,2.0,65.0,5.0,2021-09-05,325.0,32.5,0.0,292.5,0.0,325.0,Sunday,9.0,180
Shoulder Press,3.0,70.0,3.0,2021-09-05,210.0,21.0,0.0,189.0,0.0,210.0,Sunday,9.0,120
Shoulder Press,4.0,75.0,3.0,2021-09-05,225.0,22.5,0.0,202.5,0.0,225.0,Sunday,9.0,120
Shoulder Press,5.0,80.0,5.0,2021-09-05,400.0,40.0,0.0,360.0,0.0,400.0,Sunday,9.0,90
Shoulder Press,6.0,70.0,6.0,2021-09-05,420.0,42.0,0.0,378.0,0.0,420.0,Sunday,9.0,90
Shoulder Press,7.0,60.0,7.0,2021-09-05,420.0,42.0,0.0,378.0,0.0,420.0,Sunday,9.0,30
Bench Press,1.0,70.0,10.0,2021-09-05,700.0,0.0,70.0,630.0,0.0,700.0,Sunday,9.0,120
Bench Press,2.0,70.0,10.0,2021-09-05,700.0,0.0,70.0,630.0,0.0,700.0,Sunday,9.0,90
Bench Press,3.0,70.0,10.0,2021-09-05,700.0,0.0,70.0,630.0,0.0,700.0,Sunday,9.0,150
Bench Press,4.0,80.0,10.0,2021-09-05,800.0,0.0,80.0,720.0,0.0,800.0,Sunday,9.0,60
Bench Press,5.0,80.0,10.0,2021-09-05,800.0,0.0,80.0,720.0,0.0,800.0,Sunday,9.0,90
Barbell Row,1.0,85.0,10.0,2021-09-05,850.0,765.0,0.0,0.0,85.0,850.0,Sunday,9.0,120
Barbell Row,2.0,85.0,10.0,2021-09-05,850.0,765.0,0.0,0.0,85.0,850.0,Sunday,9.0,90
Barbell Row,3.0,85.0,10.0,2021-09-05,850.0,765.0,0.0,0.0,85.0,850.0,Sunday,9.0,120
Barbell Row,4.0,85.0,10.0,2021-09-05,850.0,765.0,0.0,0.0,85.0,850.0,Sunday,9.0,120
Barbell Row,5.0,85.0,10.0,2021-09-05,850.0,765.0,0.0,0.0,85.0,850.0,Sunday,9.0,150
Deadlift,1.0,120.0,5.0,2021-09-06,600.0,180.0,60.0,0.0,360.0,600.0,Monday,9.0,120
Deadlift,2.0,130.0,5.0,2021-09-06,650.0,195.0,65.0,0.0,390.0,650.0,Monday,9.0,30
Deadlift,3.0,140.0,5.0,2021-09-06,700.0,210.0,70.0,0.0,420.0,700.0,Monday,9.0,60
Deadlift,4.0,145.0,3.0,2021-09-06,435.0,130.5,43.5,0.0,261.0,435.0,Monday,9.0,150
Deadlift,5.0,150.0,4.0,2021-09-06,600.0,180.0,60.0,0.0,360.0,600.0,Monday,9.0,90
Deadlift,6.0,155.0,3.0,2021-09-06,465.0,139.5,46.5,0.0,279.0,465.0,Monday,9.0,150
Deadlift,7.0,160.0,3.0,2021-09-06,480.0,144.0,48.0,0.0,288.0,480.0,Monday,9.0,120
Deadlift,8.0,150.0,2.0,2021-09-06,300.0,90.0,30.0,0.0,180.0,300.0,Monday,9.0,120
Deadlift,9.0,140.0,3.0,2021-09-06,420.0,126.0,42.0,0.0,252.0,420.0,Monday,9.0,150
Deadlift,10.0,130.0,5.0,2021-09-06,650.0,195.0,65.0,0.0,390.0,650.0,Monday,9.0,90
Squat,1.0,80.0,10.0,2021-09-06,800.0,80.0,80.0,0.0,640.0,800.0,Monday,9.0,90
Squat,2.0,80.0,10.0,2021-09-06,800.0,80.0,80.0,0.0,640.0,800.0,Monday,9.0,60
Squat,3.0,80.0,10.0,2021-09-06,800.0,80.0,80.0,0.0,640.0,800.0,Monday,9.0,150
Squat,4.0,80.0,10.0,2021-09-06,800.0,80.0,80.0,0.0,640.0,800.0,Monday,9.0,60
Squat,5.0,80.0,10.0,2021-09-06,800.0,80.0,80.0,0.0,640.0,800.0,Monday,9.0,90
Shoulder Press,1.0,35.0,10.0,2021-09-07,350.0,35.0,0.0,315.0,0.0,350.0,Tuesday,9.0,120
Shoulder Press,2.0,40.0,10.0,2021-09-07,400.0,40.0,0.0,360.0,0.0,400.0,Tuesday,9.0,90
Shoulder Press,3.0,45.0,10.0,2021-09-07,450.0,45.0,0.0,405.0,0.0,450.0,Tuesday,9.0,120
Shoulder Press,4.0,50.0,10.0,2021-09-07,500.0,50.0,0.0,450.0,0.0,500.0,Tuesday,9.0,90
Shoulder Press,5.0,55.0,5.0,2021-09-07,275.0,27.5,0.0,247.5,0.0,275.0,Tuesday,9.0,120
Shoulder Press,6.0,60.0,5.0,2021-09-07,300.0,30.0,0.0,270.0,0.0,300.0,Tuesday,9.0,60
Bench Press,1.0,60.0,10.0,2021-09-07,600.0,0.0,60.0,540.0,0.0,600.0,Tuesday,9.0,60
Bench Press,2.0,70.0,10.0,2021-09-07,700.0,0.0,70.0,630.0,0.0,700.0,Tuesday,9.0,90
Bench Press,3.0,70.0,10.0,2021-09-07,700.0,0.0,70.0,630.0,0.0,700.0,Tuesday,9.0,120
Bench Press,4.0,70.0,10.0,2021-09-07,700.0,0.0,70.0,630.0,0.0,700.0,Tuesday,9.0,120
Bench Press,5.0,60.0,10.0,2021-09-07,600.0,0.0,60.0,540.0,0.0,600.0,Tuesday,9.0,120
Barbell Row,1.0,60.0,10.0,2021-09-07,600.0,540.0,0.0,0.0,60.0,600.0,Tuesday,9.0,90
Barbell Row,2.0,60.0,10.0,2021-09-07,600.0,540.0,0.0,0.0,60.0,600.0,Tuesday,9.0,60
Barbell Row,3.0,60.0,10.0,2021-09-07,600.0,540.0,0.0,0.0,60.0,600.0,Tuesday,9.0,150
Barbell Row,4.0,60.0,10.0,2021-09-07,600.0,540.0,0.0,0.0,60.0,600.0,Tuesday,9.0,90
Barbell Row,5.0,60.0,13.0,2021-09-07,780.0,702.0,0.0,0.0,78.0,780.0,Tuesday,9.0,120
Bicep Curl,1.0,35.0,10.0,2021-09-07,350.0,350.0,0.0,0.0,0.0,350.0,Tuesday,9.0,90
Bicep Curl,2.0,35.0,10.0,2021-09-07,350.0,350.0,0.0,0.0,0.0,350.0,Tuesday,9.0,90
Bicep Curl,3.0,35.0,10.0,2021-09-07,350.0,350.0,0.0,0.0,0.0,350.0,Tuesday,9.0,90
Bicep Curl,4.0,35.0,10.0,2021-09-07,350.0,350.0,0.0,0.0,0.0,350.0,Tuesday,9.0,90
Bicep Curl,5.0,35.0,10.0,2021-09-07,350.0,350.0,0.0,0.0,0.0,350.0,Tuesday,9.0,90
Tricep Extension,1.0,15.0,10.0,2021-09-07,150.0,0.0,0.0,150.0,0.0,150.0,Tuesday,9.0,120
Tricep Extension,2.0,15.0,10.0,2021-09-07,150.0,0.0,0.0,150.0,0.0,150.0,Tuesday,9.0,150
Tricep Extension,3.0,15.0,10.0,2021-09-07,150.0,0.0,0.0,150.0,0.0,150.0,Tuesday,9.0,90
Tricep Extension,4.0,15.0,10.0,2021-09-07,150.0,0.0,0.0,150.0,0.0,150.0,Tuesday,9.0,90
Tricep Extension,5.0,15.0,10.0,2021-09-07,150.0,0.0,0.0,150.0,0.0,150.0,Tuesday,9.0,120
Single Leg Romanian Deadlift,1.0,82.0,10.0,2021-09-08,820.0,0.0,82.0,0.0,738.0,820.0,Wednesday,9.0,60
Single Leg Romanian Deadlift,2.0,82.0,10.0,2021-09-08,820.0,0.0,82.0,0.0,738.0,820.0,Wednesday,9.0,120
Single Leg Romanian Deadlift,3.0,82.0,10.0,2021-09-08,820.0,0.0,82.0,0.0,738.0,820.0,Wednesday,9.0,90
Lunge,1.0,27.5,10.0,2021-09-08,275.0,0.0,0.0,0.0,275.0,275.0,Wednesday,9.0,120
Lunge,2.0,27.5,10.0,2021-09-08,275.0,0.0,0.0,0.0,275.0,275.0,Wednesday,9.0,90
Lunge,3.0,27.5,8.0,2021-09-08,220.0,0.0,0.0,0.0,220.0,220.0,Wednesday,9.0,120
Barbell Row,1.0,71.0,8.0,2021-09-08,568.0,511.2,0.0,0.0,56.8,568.0,Wednesday,9.0,120
Barbell Row,2.0,71.0,8.0,2021-09-08,568.0,511.2,0.0,0.0,56.8,568.0,Wednesday,9.0,120
Barbell Row,3.0,71.0,6.0,2021-09-08,426.0,383.4,0.0,0.0,42.6,426.00000000000006,Wednesday,9.0,120
Front Squat,1.0,70.0,12.0,2021-09-08,840.0,0.0,84.0,0.0,756.0,840.0,Wednesday,9.0,180
Front Squat,2.0,70.0,11.0,2021-09-08,770.0,0.0,77.0,0.0,693.0,770.0,Wednesday,9.0,90
Front Squat,3.0,70.0,10.0,2021-09-08,700.0,0.0,70.0,0.0,630.0,700.0,Wednesday,9.0,90
Bench Press,1.0,50.0,10.0,2021-09-08,500.0,0.0,50.0,450.0,0.0,500.0,Wednesday,9.0,180
Bench Press,2.0,50.0,8.0,2021-09-08,400.0,0.0,40.0,360.0,0.0,400.0,Wednesday,9.0,150
Bench Press,3.0,50.0,6.0,2021-09-08,300.0,0.0,30.0,270.0,0.0,300.0,Wednesday,9.0,120
Bench Press,1.0,90.0,5.0,2021-09-09,450.0,0.0,45.0,405.0,0.0,450.0,Thursday,9.0,60
Bench Press,2.0,105.0,5.0,2021-09-09,525.0,0.0,52.5,472.5,0.0,525.0,Thursday,9.0,150
Bench Press,3.0,115.0,5.0,2021-09-09,575.0,0.0,57.5,517.5,0.0,575.0,Thursday,9.0,90
Bench Press,4.0,115.0,3.0,2021-09-09,345.0,0.0,34.5,310.5,0.0,345.0,Thursday,9.0,90
Shoulder Press,1.0,50.0,10.0,2021-09-09,500.0,50.0,0.0,450.0,0.0,500.0,Thursday,9.0,90
Shoulder Press,2.0,50.0,10.0,2021-09-09,500.0,50.0,0.0,450.0,0.0,500.0,Thursday,9.0,60
Shoulder Press,3.0,50.0,10.0,2021-09-09,500.0,50.0,0.0,450.0,0.0,500.0,Thursday,9.0,90
Shoulder Press,4.0,50.0,10.0,2021-09-09,500.0,50.0,0.0,450.0,0.0,500.0,Thursday,9.0,90
Shoulder Press,5.0,50.0,10.0,2021-09-09,500.0,50.0,0.0,450.0,0.0,500.0,Thursday,9.0,60
Barbell Row,1.0,70.0,10.0,2021-09-09,700.0,630.0,0.0,0.0,70.0,700.0,Thursday,9.0,60
Barbell Row,2.0,70.0,10.0,2021-09-09,700.0,630.0,0.0,0.0,70.0,700.0,Thursday,9.0,120
Barbell Row,3.0,70.0,10.0,2021-09-09,700.0,630.0,0.0,0.0,70.0,700.0,Thursday,9.0,90
Barbell Row,4.0,70.0,10.0,2021-09-09,700.0,630.0,0.0,0.0,70.0,700.0,Thursday,9.0,60
Barbell Row,5.0,70.0,10.0,2021-09-09,700.0,630.0,0.0,0.0,70.0,700.0,Thursday,9.0,120
Bench Press,1.0,60.0,5.0,2021-09-10,300.0,0.0,30.0,270.0,0.0,300.0,Friday,9.0,60
